Latitude,Longitude,Sample_ID,Sample_Material_Eng,Sample_Material,Measuring_Institution (Eng),Measuring_Institution,Pretreatment_Institution_Eng,Pretreatment_Institution_.only.if.different.from.AMS.Lab.,Measurement_Date,BP,error,Period_New,Site_Code_Eng,Site_Code,Site_OG_Eng,Site_OG,Feature,FeatureType_Eng,Feature_Type,Excavating_Institution_Eng,Excavating_Institution,Year,면적.m2.,전체주거지수.추정주거지.수,전체.면적.강원은.없음.,추정유무,융기문,즐문,이중구연,미상.추정.,비고,돌대각목,역삼동,가락동,흔암리,송국리,검단리.천전리,미상.추정..1,비고.1,원형점토,미상.초기철기.,비고.2,삼각점토,미상.추정..2,비고.3,경질무문,미상.추정..3,비고.4,원삼국.삼국,미상.추정..4,비고.5,고구려,미상.추정..5,비고.6,통신이후,미상..추정.,비고.7,충청.신석기.홍도,청동기.충청.홍도
37.887,127.7,SNU11-866,Unknown,미상,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013(보고서),2550 ,40,Bronze,Chuncheon Jungdo,춘천 중도,"D-E District, Jungdo-dong Site, Chuncheon",춘천 중도동유적 DE,주 61호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.887,127.7,SNU11-867,Unknown,미상,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013(보고서),2520 ,40,Bronze,Chuncheon Jungdo,춘천 중도,"D-E District, Jungdo-dong Site, Chuncheon",춘천 중도동유적 DE,주 62호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2013,74.03 ,,,,,,,,,,,,,,,,적색마연,,,,,,,,,,,,,,,,,,,,
37.887,127.7,SNU11-868,Unknown,미상,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013(보고서),3080 ,50,Bronze,Chuncheon Jungdo,춘천 중도,"D-E District, Jungdo-dong Site, Chuncheon",춘천 중도동유적 DE,주 62호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.887,127.7,SNU11-869,Unknown,미상,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013(보고서),2570 ,50,Bronze,Chuncheon Jungdo,춘천 중도,"D-E District, Jungdo-dong Site, Chuncheon",춘천 중도동유적 DE,주 63호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2013,22.91 ,67/86,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.887,127.7,SNU11-870,Unknown,미상,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013(보고서),3020 ,40,Bronze,Chuncheon Jungdo,춘천 중도,"D-E District, Jungdo-dong Site, Chuncheon",춘천 중도동유적 DE,주 64호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2013,22.91 ,67/86,,O,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.887,127.7,SNU11-871,Unknown,미상,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013(보고서),3040 ,40,Bronze,Chuncheon Jungdo,춘천 중도,"D-E District, Jungdo-dong Site, Chuncheon",춘천 중도동유적 DE,주 64호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.887,127.7,SNU11-872,Unknown,미상,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013(보고서),2540 ,50,Bronze,Chuncheon Jungdo,춘천 중도,"D-E District, Jungdo-dong Site, Chuncheon",춘천 중도동유적 DE,주 79호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2013,20.96 ,,,,,,,,,,O,,,,,,적색마연,,,,,,,,,,,,,,,,,,,,
37.887,127.7,SNU11-873,Unknown,미상,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013(보고서),2520 ,40,Bronze,Chuncheon Jungdo,춘천 중도,"D-E District, Jungdo-dong Site, Chuncheon",춘천 중도동유적 DE,주 83호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2013,57.34 ,,,,,,,,,,O,,,,,,적색마연,,,,,,,,,,,,,,,,,,,,
37.887,127.7,SNU11-874,Unknown,미상,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013(보고서),2410 ,60,Bronze,Chuncheon Jungdo,춘천 중도,"D-E District, Jungdo-dong Site, Chuncheon",춘천 중도동유적 DE,주 77호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2013,22.91 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.887,127.7,SNU11-875,Unknown,미상,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013(보고서),4050 ,50,Bronze,Chuncheon Jungdo,춘천 중도,"D-E District, Jungdo-dong Site, Chuncheon",춘천 중도동유적 DE,주 85호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2013,48.70 ,,,,,,,,,,O,,,,,,적색마연,,,,,,,,,,,,,,,,,,,,
37.887,127.7,SNU11-876,Unknown,미상,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013(보고서),2520 ,50,Bronze,Chuncheon Jungdo,춘천 중도,"D-E District, Jungdo-dong Site, Chuncheon",춘천 중도동유적 DE,주 86호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2013,22.91 ,67/86,,O,,,,,,,,,,,,,적색마연,,,,,,,,,,,,,,,,,,,,
37.891,127.711,KAERI,Charcoal (wood charcoal),목탄,Korea Atomic Energy Research Institute,한국원자력연구소,,,1983(보고서),1540 ,100,Bronze,Chuncheon Jungdo,춘천 중도,The Joong-do Site,춘천 중도유적,2호 주거지,Dwelling,주거지,National Museum of Korea,국립중앙박물관,1993,24.75,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,
37.929,127.781,KR07-013,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,Korea Institute of Environmental Archaeology,한국고환경연구소,2007-07-27,2930 ,60,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,The Cheonjeon-ri(street adress 121-16) Site in Chunchon,춘천 천전리 121-16번지 유적,10호 - 1번시료,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2008,23.28 ,1/6,,O,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,
37.929,127.781,KR07-014,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,Korea Institute of Environmental Archaeology,한국고환경연구소,2007-07-27,2910 ,50,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,The Cheonjeon-ri(street adress 121-16) Site in Chunchon,춘천 천전리 121-16번지 유적,10호 - 2번시료,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2008,23.28 ,1/6,,O,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,
37.929,127.781,KR07-004,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,Korea Institute of Environmental Archaeology,한국고환경연구소,2007-07-27,3020 ,80,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,The Cheonjeon-ri(street adress 121-16) Site in Chunchon,춘천 천전리 121-16번지 유적,2호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2008,23.28 ,1/6,,O,,,,,,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.929,127.781,KR07-010,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,Korea Institute of Environmental Archaeology,한국고환경연구소,2007-07-27,2810 ,50,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,The Cheonjeon-ri(street adress 121-16) Site in Chunchon,춘천 천전리 121-16번지 유적,7호 - 1번시료,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2008,23.28 ,1/6,,O,,O,,,,O,,O,,,,,,,,,,,,,,,,,,,,,,,,,
37.929,127.781,KR07-011,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,Korea Institute of Environmental Archaeology,한국고환경연구소,2007-07-27,2800 ,50,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,The Cheonjeon-ri(street adress 121-16) Site in Chunchon,춘천 천전리 121-16번지 유적,7호 - 2번시료,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2008,23.28 ,1/6,,O,,O,,,,O,,O,,,   ,,,,,,,,,,,,,,,,,,,,,,
37.929,127.781,KR07-012,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,Korea Institute of Environmental Archaeology,한국고환경연구소,2007-07-27,2800 ,60,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,The Cheonjeon-ri(street adress 121-16) Site in Chunchon,춘천 천전리 121-16번지 유적,8호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2008,23.28 ,1/6,,O,,O,,,,O,,O,,,,,,,,,,,,,,,,,,,,,,,,,
37.934,127.797,OWd090712,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2009-08-06,2500 ,40,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,"Cheonjeon-ri∙Yulmun-ri Site, Chuncheon",춘천 천전리∙율문리 유적,15호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,8.76 ,2/42,,O,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,
37.934,127.797,OWd090111,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2009-08-06,2910 ,50,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,"Cheonjeon-ri∙Yulmun-ri Site, Chuncheon",춘천 천전리∙율문리 유적,16호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,8.76 ,2/42,,O,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,
37.934,127.797,OWd090112,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2009-08-06,2480 ,50,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,"Cheonjeon-ri∙Yulmun-ri Site, Chuncheon",춘천 천전리∙율문리 유적,18호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,8.76 ,2/42,,O,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.934,127.797,OWd090113,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2009-08-06,2810 ,50,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,"Cheonjeon-ri∙Yulmun-ri Site, Chuncheon",춘천 천전리∙율문리 유적,19호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,8.76 ,2/42,,O,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,
37.934,127.797,OWd090115,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2009-08-06,2930 ,50,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,"Cheonjeon-ri∙Yulmun-ri Site, Chuncheon",춘천 천전리∙율문리 유적,24호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,8.76 ,2/42,,O,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,
37.934,127.797,OWd090116,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2009-08-06,2560 ,50,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,"Cheonjeon-ri∙Yulmun-ri Site, Chuncheon",춘천 천전리∙율문리 유적,29호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,8.76 ,2/42,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.934,127.797,OWd090117,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2009-08-06,2580 ,40,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,"Cheonjeon-ri∙Yulmun-ri Site, Chuncheon",춘천 천전리∙율문리 유적,30호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,8.76 ,2/42,,O,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,
37.934,127.797,OWd090121,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2009-08-06,2490 ,50,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,"Cheonjeon-ri∙Yulmun-ri Site, Chuncheon",춘천 천전리∙율문리 유적,34호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,8.76 ,2/42,,O,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,
37.934,127.797,OWd090710,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2009-08-06,2850 ,40,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,"Cheonjeon-ri∙Yulmun-ri Site, Chuncheon",춘천 천전리∙율문리 유적,7호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,8.76 ,2/42,,O,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.934,127.797,OWd090709,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2009-08-06,2820 ,40,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,"Cheonjeon-ri∙Yulmun-ri Site, Chuncheon",춘천 천전리∙율문리 유적,8호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,10.85 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.934,127.797,OWd090711,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2009-08-06,2930 ,40,Bronze,Chuncheon Cheonjeon-ri,춘천 천전리,"Cheonjeon-ri∙Yulmun-ri Site, Chuncheon",춘천 천전리∙율문리 유적,9호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,8.76 ,2/42,,O,,,,,,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100164,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2690 ,50,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,"청동기 주거지 49호, YMCSH-03",Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,9.57 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100165,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2390 ,50,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 43호YMCSH-04,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,31.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100166,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2410 ,50,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 44호 YMCSH-05,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,13.81 ,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100167,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2480 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 46호 YMCSH-06,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,9.24 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100169,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2170 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 22호 YMCSH-08,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,39.00 ,,,,,,,,,,O,,,,O,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100170,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2490 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 45호 YMCSH-09,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,64.26 ,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100172,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2660 ,50,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 7호 YMCSH-11,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,43.80 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100174,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2380 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 18호 YMCSH-13,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,30.80 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100175,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2700 ,50,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 9호 YMCSH-14,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,40.28 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100176,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2330 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 15호 YMCSH-15,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,18.60 ,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100177,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2800 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 13호 YMCSH-16,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,27.38 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100178,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2750 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 14호 YMCSH-17,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,91.78 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100180,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2760 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 36호 YMCSH-19,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,22.44 ,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100181,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2650 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 37호 YMCSH-20,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,42.18 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100186,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2390 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 31호YMCSH-25,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,30.78 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100187,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2720 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 51호YMCSH-26,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,44.10 ,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100188,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2610 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 48호 YMCSH-27,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,20.28 ,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100195,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,3020 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 1호 YMCSH-34,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,22.56 ,,,,,,,,,O,,O,,,,,,,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100162,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2460 ,50,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 5호 YMCSH-01,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,20.60 ,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100191,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2340 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,청동기 주거지 55호 YMCSH-30,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,9.28 ,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100197,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2460 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,"1차시굴 2호 저장공 내, YMCSH-36",Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,36.75 ,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,
37.894,127.691,OWd100198,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011-11-24,2440 ,40,Bronze,Chuncheon Hyeonam-ri,춘천 현암리,"Hyeonam-ri Site, ChunCheon",춘천 현암리 유적 - 제 1-2권 -,"1차시굴 2호 내부퇴적토, YMCSH-37",Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,36.75 ,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,
37.347,128.358,SNU12-002,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2012-11-26,2820 ,40,Bronze,Pyeongchang Yaksu-ri,평창 약수리,"Yaksu-ri, Pyeongchang",평창 약수리 취락,A-6호,Dwelling,주거지,Gangwon Research Institute of Archaeological and Cultural Properties,강원고고문화연구원,2013,43.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.347,128.358,SNU12-003,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2012-11-26,2760 ,40,Bronze,Pyeongchang Yaksu-ri,평창 약수리,"Yaksu-ri, Pyeongchang",평창 약수리 취락,A-7호,Dwelling,주거지,Gangwon Research Institute of Archaeological and Cultural Properties,강원고고문화연구원,2013,19.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.347,128.358,SNU12-004,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2012-11-26,2780 ,50,Bronze,Pyeongchang Yaksu-ri,평창 약수리,"Yaksu-ri, Pyeongchang",평창 약수리 취락,A-8호,Dwelling,주거지,Gangwon Research Institute of Archaeological and Cultural Properties,강원고고문화연구원,2013,36.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
